Year,District,Season,Sown_Extent,Harvested_Extent,Waterfed_Major,Waterfed_Minor,Rainfed,Yield_Extent
1986,MONARAGALA,Yala,4582.0,4395.0,3088.0,3790.0,2135.0,3345.0
1986,RATNAPURA,Yala,14798.0,14648.0,3673.0,2996.0,2468.0,2885.0
1986,KEGALLE,Yala,10624.0,9986.0,3866.2728350515463,2829.0,2867.0,2859.0
1986,UDAWALAWE,Yala,11466.0,11459.0,4162.0,3388.6953165208442,3005.414551607445,4162.0
1986,MAHAWELI  'H',Yala,6709.0,6687.0,3027.0,3388.6953165208442,3005.414551607445,3027.0
1987,COLOMBO,Yala,4008.0,3826.0,3866.2728350515463,2234.0,2274.0,2269.0
1987,GAMPAHA,Yala,10445.0,10411.0,3457.0,3594.0,3150.0,3235.0
1987,KALUTARA,Yala,14945.0,14407.0,1433.0,2045.0,2030.0,2015.0
1987,KANDY,Yala,13989.0,13875.0,3574.0,2616.0,2371.0,2804.0
1987,MATALE,Yala,4300.0,3043.0,3204.0,2242.0,1653.0,2594.0
1987,NUWARA ELIYA,Yala,3730.0,3719.0,3937.0,4068.0,3005.414551607445,4044.0
1987,GALLE,Yala,14959.0,14665.0,3866.2728350515463,2448.0,1841.0,1842.0
1987,MATARA,Yala,15043.0,14538.0,2757.0,2586.0,2404.0,2503.0
1987,HAMBANTOTA,Yala,8661.0,8029.0,4409.0,3115.0,3176.0,4261.0
1987,JAFFNA,Yala,18577.883797827115,17849.875117813383,3866.2728350515463,3388.6953165208442,3005.414551607445,3971.4277163904235
1987,MANNAR,Yala,72.0,51.0,3866.2728350515463,3379.0,3005.414551607445,3379.0
1987,VAVUNIYA,Yala,79.0,72.0,3866.2728350515463,3388.6953165208442,3005.414551607445,3609.0
1987,MULLATIVU,Yala,327.0,302.0,5216.0,2887.0,3005.414551607445,3057.0
1987,KILINOCHCHI,Yala,182.0,182.0,3866.2728350515463,3388.6953165208442,3005.414551607445,3970.0
1987,BATTICALOA,Yala,14774.0,14230.0,3369.0,3621.0,3715.0,3427.0
1987,AMPARA,Yala,45785.0,45869.0,4285.0,3493.0,3005.414551607445,4280.0
1987,TRINCOMALEE,Yala,4456.0,3342.0,3866.2728350515463,3388.6953165208442,3005.414551607445,3764.0
1987,KURUNEGALA,Yala,34580.0,18220.0,3269.0,3984.0,3093.0,3330.0
1987,PUTTALAM,Yala,1668.0,974.0,3273.0,2263.0,2064.0,2806.0
1987,ANURADHAPURA,Yala,3751.0,3166.0,2933.0,2547.0,3005.414551607445,2912.0
1987,POLONNARUWA,Yala,28015.0,25999.0,3751.0,3362.0,3005.414551607445,3749.0
1987,BADULLA,Yala,10623.0,10449.0,3531.0,3717.0,3005.414551607445,3582.0
1987,MONARAGALA,Yala,2896.0,2454.0,3502.0,2850.0,3005.414551607445,3312.0
1987,RATNAPURA,Yala,11716.0,11061.0,4510.0,3128.0,2135.0,3054.0
1987,KEGALLE,Yala,10109.0,9855.0,3866.2728350515463,3236.0,3095.0,3117.0
1987,UDAWALAWE,Yala,10585.0,10513.0,4602.0,3388.6953165208442,3005.414551607445,4602.0
1987,MAHAWELI  'H',Yala,3295.0,2802.0,2871.0,3388.6953165208442,3005.414551607445,2871.0
1988,COLOMBO,Yala,5157.0,5138.0,0.0,2860.0,2916.0,2908.0
1988,GAMPAHA,Yala,11620.0,11513.0,2967.0,3378.0,2692.0,2797.0
1988,KALUTARA,Yala,16207.0,15808.0,1911.0,2493.0,2037.0,2112.0
1988,KANDY,Yala,15353.0,15273.0,4008.0,2821.0,2697.0,3099.0
1988,MATALE,Yala,6378.0,6232.0,3024.0,2661.0,2763.0,2831.0
1988,NUWARA ELIYA,Yala,3751.0,3749.0,3036.0,3570.0,0.0,3474.0
1988,GALLE,Yala,19844.0,19711.0,0.0,2585.0,2327.0,2328.0
1988,MATARA,Yala,17654.0,17532.0,3385.0,3070.0,2728.0,2948.0
1988,HAMBANTOTA,Yala,13741.0,13741.0,4435.0,3994.0,3773.0,4351.0
1988,JAFFNA,Yala,18577.883797827115,17849.875117813383,0.0,0.0,0.0,0.0
1988,MANNAR,Yala,851.0,851.0,2998.0,0.0,2990.0,2998.0
1988,VAVUNIYA,Yala,372.0,335.0,3331.0,3351.0,0.0,3351.0
1988,MULLATIVU,Yala,619.0,605.0,2836.0,0.0,0.0,2836.0
1988,KILINOCHCHI,Yala,2079.0,2056.0,4023.0,3589.0,0.0,4016.0
1988,BATTICALOA,Yala,8414.0,8045.0,3586.0,2999.0,4042.0,3609.0
1988,AMPARA,Yala,42306.0,40287.0,4290.0,3108.0,0.0,4277.0
1988,TRINCOMALEE,Yala,9044.0,8139.0,3609.0,3388.6953165208442,3005.414551607445,3506.0
1988,KURUNEGALA,Yala,53119.0,52800.0,3538.0,2851.0,2932.0,3009.0
1988,PUTTALAM,Yala,6020.0,5457.0,2554.0,2704.0,2651.0,2632.0
1988,ANURADHAPURA,Yala,7036.0,6589.0,3479.0,3427.0,0.0,3459.0
1988,POLONNARUWA,Yala,30591.0,30553.0,4114.0,3175.0,0.0,4109.0
1988,BADULLA,Yala,11199.0,11154.0,4010.0,3665.0,0.0,3911.0
1988,MONARAGALA,Yala,3116.0,2923.0,3255.0,3525.0,3410.0,3352.0
1988,RATNAPURA,Yala,13629.0,13485.0,3607.0,3024.0,2459.0,2882.0
1988,KEGALLE,Yala,10720.0,10706.0,0.0,2829.0,3022.0,2979.0
1988,UDAWALAWE,Yala,10411.0,10379.0,4644.0,0.0,0.0,4644.0
1988,MAHAWELI  'H',Yala,3951.0,3947.0,3208.0,0.0,0.0,3208.0
1989,COLOMBO,Yala,3559.0,3542.0,0.0,1806.0,2321.0,2251.0
1989,GAMPAHA,Yala,7044.0,6928.0,2524.0,2781.0,2710.0,2689.0
1989,KALUTARA,Yala,16151.0,15974.0,1998.0,2680.0,2317.0,2418.0
1989,KANDY,Yala,14592.0,14489.0,4481.0,3153.0,2578.0,3321.0
1989,MATALE,Yala,4337.0,4302.0,3129.0,2829.0,2697.0,2936.0
1989,NUWARA ELIYA,Yala,3736.0,3736.0,3254.0,3488.0,0.0,3446.0
1989,GALLE,Yala,16550.0,16489.0,0.0,0.0,2162.0,2162.0
1989,MATARA,Yala,16297.0,16046.0,3233.0,3146.0,2452.0,2721.0
1989,HAMBANTOTA,Yala,15591.0,15489.0,4340.0,4145.0,3247.0,4274.0
1989,JAFFNA,Yala,18577.883797827115,17849.875117813383,0.0,0.0,0.0,3971.4277163904235
1989,MANNAR,Yala,13.0,11.0,2616.0,0.0,0.0,2616.0
1989,VAVUNIYA,Yala,18577.883797827115,17849.875117813383,0.0,0.0,0.0,3971.4277163904235
1989,MULLATIVU,Yala,245.0,241.0,0.0,3087.0,0.0,3087.0
1989,KILINOCHCHI,Yala,176.0,107.0,0.0,0.0,0.0,2578.0
1989,BATTICALOA,Yala,15124.0,14085.0,3399.0,2881.0,2150.0,3332.0
1989,AMPARA,Yala,39541.0,36361.0,3113.0,2239.0,0.0,3106.0
1989,TRINCOMALEE,Yala,4179.0,3970.0,2578.0,0.0,0.0,2578.0
1989,KURUNEGALA,Yala,21846.0,20433.0,4390.0,2541.0,2726.0,3259.0
1989,PUTTALAM,Yala,2529.0,2185.0,3616.0,2995.0,2841.0,3228.0
1989,ANURADHAPURA,Yala,1465.0,1465.0,2624.0,2390.0,0.0,2594.0
1989,POLONNARUWA,Yala,30886.0,30656.0,4117.0,3253.0,0.0,4112.0
1989,BADULLA,Yala,10698.0,10630.0,3861.0,4166.0,0.0,3939.0
1989,MONARAGALA,Yala,1855.0,1759.0,2874.0,3334.0,0.0,3206.0
1989,RATNAPURA,Yala,10554.0,10446.0,4759.0,3051.0,2055.0,2844.0
1989,KEGALLE,Yala,9595.0,9572.0,0.0,3118.0,2628.0,2780.0
1989,UDAWALAWE,Yala,10406.0,10381.0,5249.0,0.0,0.0,5249.0
1989,MAHAWELI  'H',Yala,1140.0,617.0,2624.0,0.0,0.0,2624.0
1990,COLOMBO,Yala,4836.0,4819.0,0.0,2033.0,2555.0,2477.0
1990,GAMPAHA,Yala,11323.0,11238.0,2774.0,3219.0,2539.0,2665.0
1990,KALUTARA,Yala,16254.0,16183.0,1974.0,2536.0,2427.0,2434.0
1990,KANDY,Yala,16110.0,16102.0,4035.0,2936.0,2951.0,3205.0
1990,MATALE,Yala,6141.0,6117.0,2828.0,3154.0,2179.0,2911.0
1990,NUWARA ELIYA,Yala,3325.0,3325.0,3279.0,2709.0,0.0,2802.0
1990,GALLE,Yala,18427.0,18339.0,0.0,2551.0,2537.0,2537.0
1990,MATARA,Yala,17922.0,17885.0,4081.0,2023.0,2868.0,3145.0
1990,HAMBANTOTA,Yala,13592.0,13087.0,4873.0,4827.0,3074.0,4796.0
1990,JAFFNA,Yala,18577.883797827115,17849.875117813383,0.0,0.0,0.0,0.0
1990,MANNAR,Yala,12.0,11.0,0.0,0.0,0.0,0.0
1990,VAVUNIYA,Yala,18577.883797827115,17849.875117813383,0.0,0.0,0.0,0.0
1990,MULLATIVU,Yala,245.0,236.0,0.0,0.0,0.0,0.0
1990,KILINOCHCHI,Yala,175.0,172.0,0.0,0.0,0.0,0.0
1990,BATTICALOA,Yala,14400.0,13956.0,0.0,0.0,0.0,0.0
1990,AMPARA,Yala,47492.0,37270.0,0.0,0.0,0.0,0.0
1990,TRINCOMALEE,Yala,4000.0,3529.0,0.0,0.0,0.0,0.0
1990,KURUNEGALA,Yala,40257.0,36784.0,3323.0,2822.0,2221.0,2667.0
1990,PUTTALAM,Yala,4188.0,3949.0,3126.0,2546.0,5004.0,3062.0
1990,ANURADHAPURA,Yala,14722.0,13720.0,3372.0,3207.0,0.0,3332.0
1990,POLONNARUWA,Yala,37122.0,37113.0,3812.0,3956.0,0.0,3812.0
1990,BADULLA,Yala,10383.0,10321.0,4307.0,3041.0,0.0,3913.0
1990,MONARAGALA,Yala,4056.0,3893.0,3994.0,2707.0,3040.0,3540.0
1990,RATNAPURA,Yala,13772.0,13698.0,4765.0,2813.0,2436.0,2882.0
1990,KEGALLE,Yala,10924.0,10909.0,0.0,2893.0,2540.0,2621.0
1990,UDAWALAWE,Yala,10488.0,10488.0,4949.0,0.0,0.0,4949.0
1990,MAHAWELI  'H',Yala,5814.0,5814.0,3455.0,0.0,0.0,3455.0
1991,COLOMBO,Yala,4815.0,4758.0,0.0,1711.0,2064.0,2013.0
1991,GAMPAHA,Yala,10891.0,10615.0,2418.0,2322.0,2136.0,2188.0
1991,KALUTARA,Yala,16386.0,15198.0,1533.0,2015.0,2137.0,2108.0
1991,KANDY,Yala,14845.0,14811.0,4329.0,2453.0,2452.0,2942.0
1991,MATALE,Yala,4180.0,4161.0,2890.0,3309.0,2587.0,3090.0
1991,NUWARA ELIYA,Yala,3144.0,3144.0,4062.0,3914.0,0.0,3935.0
1991,GALLE,Yala,19007.0,17583.0,0.0,2618.0,1906.0,1911.0
1991,MATARA,Yala,15192.0,14640.0,2897.0,2248.0,2135.0,2307.0
1991,HAMBANTOTA,Yala,13839.0,13839.0,3582.0,3167.0,2170.0,3477.0
1991,JAFFNA,Yala,18577.883797827115,17849.875117813383,0.0,0.0,0.0,3971.4277163904235
1991,MANNAR,Yala,12.0,11.0,0.0,0.0,0.0,2964.0
1991,VAVUNIYA,Yala,465.0,465.0,0.0,0.0,0.0,3624.0
1991,MULLATIVU,Yala,3543.0,3331.0,0.0,0.0,0.0,2918.0
1991,KILINOCHCHI,Yala,5912.0,5144.0,0.0,0.0,0.0,3607.0
1991,BATTICALOA,Yala,8986.0,8392.0,0.0,0.0,0.0,2516.0
1991,AMPARA,Yala,38691.0,37464.0,3549.0,3632.0,0.0,3550.0
1991,TRINCOMALEE,Yala,6774.0,5663.0,0.0,0.0,0.0,3366.0
1991,KURUNEGALA,Yala,42267.0,41986.0,3332.0,2746.0,2659.0,2815.0
1991,PUTTALAM,Yala,4564.0,4461.0,3112.0,2058.0,0.0,2716.0
1991,ANURADHAPURA,Yala,8451.0,8314.0,3488.0,2769.0,0.0,3384.0
1991,POLONNARUWA,Yala,38140.0,38115.0,3974.0,3481.0,0.0,3972.0
1991,BADULLA,Yala,10163.0,10069.0,3701.0,3385.0,0.0,3600.0
1991,MONARAGALA,Yala,4082.0,4059.0,3984.0,3026.0,3658.0,3748.0
1991,RATNAPURA,Yala,13791.0,13736.0,4418.0,2290.0,2047.0,2418.0
1991,KEGALLE,Yala,10933.0,10912.0,0.0,2666.0,2461.0,2508.0
1991,UDAWALAWE,Yala,10103.0,10103.0,4276.0,0.0,0.0,4276.0
1991,MAHAWELI  'H',Yala,6962.0,6942.0,2763.0,0.0,0.0,2763.0
1992,COLOMBO,Yala,1877.0,1762.0,0.0,2588.0,1440.0,1602.0
1992,GAMPAHA,Yala,6202.0,6105.0,4236.0,2925.0,2652.0,2863.0
1992,KALUTARA,Yala,13639.0,13321.0,1905.0,2573.0,2275.0,2319.0
1992,KANDY,Yala,13794.0,13766.0,4477.0,2360.0,2824.0,3120.0
1992,MATALE,Yala,3693.0,3429.0,3497.0,3564.0,2525.0,3471.0
1992,NUWARA ELIYA,Yala,3036.0,3036.0,3114.0,3112.0,0.0,3112.0
1992,GALLE,Yala,10234.0,10159.0,0.0,2682.0,2376.0,2379.0
1992,MATARA,Yala,14317.0,14289.0,2806.0,2738.0,2622.0,2689.0
1992,HAMBANTOTA,Yala,12095.0,9900.0,3834.0,3101.0,2954.0,3763.0
1992,JAFFNA,Yala,18577.883797827115,17849.875117813383,0.0,0.0,0.0,0.0
1992,MANNAR,Yala,548.0,520.0,0.0,0.0,0.0,0.0
1992,VAVUNIYA,Yala,182.0,176.0,0.0,0.0,0.0,0.0
1992,MULLATIVU,Yala,528.0,507.0,0.0,0.0,0.0,0.0
1992,KILINOCHCHI,Yala,247.0,247.0,0.0,0.0,0.0,0.0
1992,BATTICALOA,Yala,10670.0,7372.0,3397.0,2685.0,1617.0,3303.0
1992,AMPARA,Yala,42252.0,41736.0,3608.0,3287.0,0.0,3604.0
1992,TRINCOMALEE,Yala,4156.0,3943.0,0.0,0.0,0.0,3403.0
1992,KURUNEGALA,Yala,43543.0,40977.0,3615.0,3107.0,3305.0,3291.0
1992,PUTTALAM,Yala,2690.0,2593.0,4117.0,2545.0,2727.0,2482.0
1992,ANURADHAPURA,Yala,7483.0,6885.0,3146.0,3015.0,0.0,3126.0
1992,POLONNARUWA,Yala,28501.0,28018.0,3901.0,3486.0,0.0,3898.0
1992,BADULLA,Yala,9381.0,9300.0,3720.0,3292.0,0.0,3598.0
1992,MONARAGALA,Yala,2546.0,2173.0,3777.0,1819.0,3005.414551607445,3346.0
1992,RATNAPURA,Yala,10506.0,10315.0,0.0,2847.0,2141.0,2665.0
1992,KEGALLE,Yala,10747.0,10707.0,0.0,2947.0,2861.0,2880.0
1992,UDAWALAWE,Yala,1328.0,1328.0,3978.0,0.0,0.0,3978.0
1992,MAHAWELI  'H',Yala,788.0,672.0,2563.0,0.0,0.0,2563.0
1993,COLOMBO,Yala,2146.0,2101.0,0.0,2228.0,2144.0,2150.0
1993,GAMPAHA,Yala,5660.0,5621.0,3760.0,1983.0,2447.0,2525.0
1993,KALUTARA,Yala,13618.0,13241.0,2061.0,2307.0,2018.0,2059.0
1993,KANDY,Yala,12039.0,12038.0,3404.0,1953.0,1712.0,2258.0
1993,MATALE,Yala,4263.0,4232.0,3633.0,3754.0,2257.0,3531.0
1993,NUWARA ELIYA,Yala,3035.0,3035.0,2955.0,3837.0,0.0,3612.0
1993,GALLE,Yala,15885.0,14725.0,0.0,2429.0,1888.0,1889.0
1993,MATARA,Yala,16575.0,15622.0,2761.0,2596.0,2642.0,2658.0
1993,HAMBANTOTA,Yala,11691.0,11667.0,4696.0,4089.0,3259.0,4586.0
1993,JAFFNA,Yala,18577.883797827115,17849.875117813383,0.0,0.0,0.0,3971.4277163904235
1993,MANNAR,Yala,46.0,44.0,0.0,0.0,0.0,0.0
1993,VAVUNIYA,Yala,265.0,252.0,0.0,0.0,0.0,0.0
1993,MULLATIVU,Yala,1287.0,1223.0,0.0,0.0,0.0,0.0
1993,KILINOCHCHI,Yala,938.0,937.0,4466.0,3816.0,0.0,4456.0
1993,BATTICALOA,Yala,10508.0,10449.0,4178.0,0.0,0.0,4154.0
1993,AMPARA,Yala,44920.0,44919.0,4179.0,3806.0,0.0,4171.0
1993,TRINCOMALEE,Yala,9620.0,9139.0,0.0,0.0,0.0,0.0
1993,KURUNEGALA,Yala,37928.0,35620.0,3338.0,2674.0,2517.0,2740.0
1993,PUTTALAM,Yala,3981.0,3247.0,3278.0,2029.0,3224.0,2778.0
1993,ANURADHAPURA,Yala,7150.0,6944.0,3156.0,2761.0,0.0,3123.0
1993,POLONNARUWA,Yala,39893.0,39870.0,4681.0,0.0,3865.0,4681.0
1993,BADULLA,Yala,10241.0,10135.0,3990.0,3285.0,2852.0,3780.0
1993,MONARAGALA,Yala,1872.0,1872.0,3818.0,2292.0,0.0,3135.0
1993,RATNAPURA,Yala,13343.0,13144.0,4791.0,3058.0,2545.0,3072.0
1993,KEGALLE,Yala,10736.0,10665.0,0.0,3001.0,3112.0,3086.0
1993,UDAWALAWE,Yala,9602.0,9602.0,4777.0,0.0,0.0,4777.0
1993,MAHAWELI  'H',Yala,1365.0,1365.0,3589.0,0.0,0.0,3589.0
1994,COLOMBO,Yala,3675.0,3645.0,0.0,2243.0,2122.0,2136.0
1994,GAMPAHA,Yala,6303.0,6216.0,2972.0,2905.0,2271.0,2416.0
1994,KALUTARA,Yala,14506.0,14402.0,2247.0,2408.0,2289.0,2305.0
1994,KANDY,Yala,8930.0,8912.0,2548.0,2285.0,2785.0,2542.0
1994,MATALE,Yala,3139.0,3127.0,3351.0,4139.0,3168.0,3876.0
1994,NUWARA ELIYA,Yala,3046.0,3036.0,3847.0,3879.0,0.0,3871.0
1994,GALLE,Yala,17182.0,17002.0,0.0,2863.0,2131.0,2134.0
1994,MATARA,Yala,17153.0,17133.0,3290.0,2945.0,2708.0,2901.0
1994,HAMBANTOTA,Yala,18346.0,18321.0,3951.0,3389.0,3481.0,3875.0
1994,JAFFNA,Yala,18577.883797827115,17849.875117813383,0.0,0.0,0.0,0.0
1994,MANNAR,Yala,1104.0,1058.0,0.0,0.0,0.0,2887.0
1994,VAVUNIYA,Yala,1418.0,1296.0,4703.0,3852.0,0.0,4340.0
1994,MULLATIVU,Yala,2471.0,2437.0,0.0,0.0,0.0,2990.0
1994,KILINOCHCHI,Yala,5024.0,5024.0,3735.0,2330.0,0.0,3721.0
1994,BATTICALOA,Yala,11629.0,11494.0,2980.0,4519.0,3644.0,3108.0
1994,AMPARA,Yala,51440.0,51396.0,4508.0,3434.0,0.0,4019.0
1994,TRINCOMALEE,Yala,11614.0,11614.0,0.0,0.0,0.0,0.0
1994,KURUNEGALA,Yala,39874.0,28963.0,3199.0,2471.0,2828.0,2780.0
1994,PUTTALAM,Yala,6685.0,6343.0,3332.0,2997.0,0.0,3218.0
1994,ANURADHAPURA,Yala,25222.0,24929.0,3243.0,3090.0,0.0,3203.0
1994,POLONNARUWA,Yala,42380.0,42358.0,4508.0,3431.0,0.0,4473.0
1994,BADULLA,Yala,10592.0,10553.0,3201.0,3443.0,0.0,3269.0
1994,MONARAGALA,Yala,4101.0,4031.0,3313.0,2252.0,0.0,2974.0
1994,RATNAPURA,Yala,13485.0,13452.0,3765.0,2839.0,2421.0,2797.0
1994,KEGALLE,Yala,10154.0,10033.0,0.0,3069.0,2892.0,2936.0
1994,UDAWALAWE,Yala,9880.0,9880.0,4726.0,0.0,0.0,4727.0
1994,MAHAWELI  'H',Yala,9203.0,9203.0,3306.0,0.0,0.0,3307.0
1995,COLOMBO,Yala,1917.0,1905.0,3866.2728350515463,1885.0,1789.0,1796.0
1995,GAMPAHA,Yala,2903.0,2854.0,2421.0,2958.0,2248.0,2331.0
1995,KALUTARA,Yala,13025.0,12701.0,1727.0,2415.0,2320.0,2327.0
1995,KANDY,Yala,12191.0,12184.0,4265.0,2582.0,2996.0,3188.0
1995,MATALE,Yala,4648.0,4628.0,3525.0,3062.0,2716.0,3184.0
1995,NUWARA ELIYA,Yala,2946.0,2943.0,3709.0,3515.0,3005.414551607445,3561.0
1995,GALLE,Yala,11932.0,11716.0,3866.2728350515463,2573.0,2095.0,2097.0
1995,MATARA,Yala,15763.0,15678.0,3518.0,2726.0,2525.0,2804.0
1995,HAMBANTOTA,Yala,18654.0,18634.0,4007.0,3546.0,3164.0,3927.0
1995,JAFFNA,Yala,18577.883797827115,17849.875117813383,3866.2728350515463,3388.6953165208442,3005.414551607445,3971.4277163904235
1995,MANNAR,Yala,949.0,905.0,3866.2728350515463,3388.6953165208442,3005.414551607445,2939.0
1995,VAVUNIYA,Yala,885.0,817.0,3687.0,3170.0,3005.414551607445,3433.0
1995,MULLATIVU,Yala,2336.0,2310.0,3866.2728350515463,3388.6953165208442,3005.414551607445,2940.0
1995,KILINOCHCHI,Yala,2350.0,2302.0,3299.0,3388.6953165208442,3005.414551607445,3298.0
1995,BATTICALOA,Yala,12395.0,12286.0,3615.0,3773.0,3645.0,3627.0
1995,AMPARA,Yala,52050.0,51757.0,4005.0,3574.0,3005.414551607445,3997.0
1995,TRINCOMALEE,Yala,14780.0,14459.0,3866.2728350515463,3388.6953165208442,3005.414551607445,3094.0
1995,KURUNEGALA,Yala,52851.0,48500.0,3272.0,3023.0,2851.0,3007.0
1995,PUTTALAM,Yala,7123.0,6479.0,2530.0,2874.0,3545.0,2711.0
1995,ANURADHAPURA,Yala,19028.0,18363.0,3295.0,3165.0,3005.414551607445,3258.0
1995,POLONNARUWA,Yala,42957.0,42953.0,4255.0,3738.0,3005.414551607445,4240.0
1995,BADULLA,Yala,10645.0,10467.0,3576.0,3768.0,3005.414551607445,3628.0
1995,MONARAGALA,Yala,4283.0,4281.0,3320.0,2568.0,2076.0,3088.0
1995,RATNAPURA,Yala,12640.0,12079.0,3387.0,3859.0,2362.0,3312.0
1995,KEGALLE,Yala,10642.0,10576.0,3866.2728350515463,2653.0,2521.0,2553.0
1995,UDAWALAWE,Yala,9712.0,9712.0,4669.0,3388.6953165208442,3005.414551607445,4669.0
1995,MAHAWELI  'H',Yala,8768.0,8760.0,3751.0,3388.6953165208442,3005.414551607445,3752.0
1996,COLOMBO,Yala,1369.0,1255.0,2744.0,1752.0,2081.0,2080.0
1996,GAMPAHA,Yala,1342.0,1272.0,3614.0,2596.0,2874.0,2885.0
1996,KALUTARA,Yala,11842.0,11700.0,1846.0,2516.0,2131.0,2184.0
1996,KANDY,Yala,10223.0,10124.0,4266.0,2292.0,2141.0,2873.0
1996,MATALE,Yala,3708.0,3689.0,3492.0,3138.0,3099.0,3284.0
1996,NUWARA ELIYA,Yala,2527.0,2523.0,4343.0,3762.0,3005.414551607445,3842.0
1996,GALLE,Yala,12600.0,12591.0,3866.2728350515463,2740.0,2211.0,2213.0
1996,MATARA,Yala,15240.0,15198.0,3195.0,2868.0,2551.0,2771.0
1996,HAMBANTOTA,Yala,14418.0,14400.0,4310.0,3255.0,1682.0,4066.0
1996,JAFFNA,Yala,18577.883797827115,17849.875117813383,3866.2728350515463,3388.6953165208442,3005.414551607445,3971.4277163904235
1996,MANNAR,Yala,456.0,448.0,3866.2728350515463,3388.6953165208442,3005.414551607445,2939.0
1996,VAVUNIYA,Yala,18577.883797827115,17849.875117813383,3866.2728350515463,3388.6953165208442,3005.414551607445,3971.4277163904235
1996,MULLATIVU,Yala,221.0,217.0,3866.2728350515463,3388.6953165208442,3005.414551607445,2939.0
1996,KILINOCHCHI,Yala,18577.883797827115,17849.875117813383,3866.2728350515463,3388.6953165208442,3005.414551607445,3971.4277163904235
1996,BATTICALOA,Yala,9345.0,9155.0,3170.0,4086.0,4073.0,3279.0
1996,AMPARA,Yala,51196.0,51097.0,4425.0,3861.0,3005.414551607445,4415.0
1996,TRINCOMALEE,Yala,5792.0,5676.0,3866.2728350515463,3388.6953165208442,3005.414551607445,3609.0
1996,KURUNEGALA,Yala,30203.0,16858.0,2905.0,2176.0,1621.0,2309.0
1996,PUTTALAM,Yala,1463.0,1337.0,3261.0,2861.0,3005.414551607445,3098.0
1996,ANURADHAPURA,Yala,4360.0,4342.0,3860.0,3521.0,3005.414551607445,3828.0
1996,POLONNARUWA,Yala,31077.0,31039.0,3982.0,3620.0,3005.414551607445,3973.0
1996,BADULLA,Yala,10271.0,10066.0,2793.0,3715.0,3005.414551607445,3055.0
1996,MONARAGALA,Yala,4279.0,4241.0,3500.0,2983.0,3005.414551607445,3360.0
1996,RATNAPURA,Yala,11175.0,11096.0,3410.0,3353.0,2454.0,3089.0
1996,KEGALLE,Yala,7207.0,7156.0,3866.2728350515463,3098.0,2692.0,2791.0
1996,UDAWALAWE,Yala,8063.0,8002.0,4400.0,3388.6953165208442,3005.414551607445,4400.0
1996,MAHAWELI  'H',Yala,1437.0,1411.0,3913.3,3388.6953165208442,3005.414551607445,3913.0
1997,COLOMBO,Yala,1730.0,1695.0,2013.0,2589.0,1979.0,2032.0
1997,GAMPAHA,Yala,2298.0,2252.0,2915.0,2634.0,2931.0,2902.0
1997,KALUTARA,Yala,11541.0,11510.0,2400.0,2791.0,2540.0,2574.0
1997,KANDY,Yala,11322.0,11096.0,3977.0,2403.0,2984.0,3140.0
1997,MATALE,Yala,4845.0,4748.0,4256.0,3216.0,2925.0,3687.0
1997,NUWARA ELIYA,Yala,2882.0,2879.0,3866.2728350515463,2894.0,3518.0,3250.0
1997,GALLE,Yala,9461.0,9272.0,3866.2728350515463,2230.0,2323.0,2323.0
1997,MATARA,Yala,15103.0,14997.0,2758.0,2737.0,2662.0,2701.0
1997,HAMBANTOTA,Yala,15308.0,15155.0,4032.0,3062.0,2831.0,3886.0
1997,JAFFNA,Yala,18577.883797827115,17849.875117813383,3866.2728350515463,3388.6953165208442,3005.414551607445,3971.4277163904235
1997,MANNAR,Yala,144.0,123.0,2990.0,2320.0,3005.414551607445,2681.0
1997,VAVUNIYA,Yala,65.0,55.0,3866.2728350515463,3388.6953165208442,3005.414551607445,2836.0
1997,MULLATIVU,Yala,784.0,667.0,3866.2728350515463,3388.6953165208442,3005.414551607445,2939.0
1997,KILINOCHCHI,Yala,1088.0,925.0,3866.2728350515463,3388.6953165208442,3005.414551607445,2320.0
1997,BATTICALOA,Yala,5503.0,5392.0,3321.0,3169.0,3818.0,3324.0
1997,AMPARA,Yala,38455.0,38455.0,4405.0,4467.0,3005.414551607445,4406.0
1997,TRINCOMALEE,Yala,7371.0,6266.0,3866.2728350515463,3388.6953165208442,3005.414551607445,3300.0
1997,KURUNEGALA,Yala,39622.0,33679.0,3895.0,2622.0,2136.0,2678.0
1997,PUTTALAM,Yala,3000.0,2970.0,3566.0,3004.0,3429.0,3280.0
1997,ANURADHAPURA,Yala,4244.0,4074.0,3543.0,3218.0,3005.414551607445,3455.0
1997,POLONNARUWA,Yala,35666.0,34952.0,4410.0,4355.0,3005.414551607445,4409.0
1997,BADULLA,Yala,9560.0,9368.0,3379.0,2902.0,3005.414551607445,3321.0
1997,MONARAGALA,Yala,2927.0,2868.0,4234.0,3059.0,3005.414551607445,3780.0
1997,RATNAPURA,Yala,11440.0,11211.0,3469.0,3164.0,2847.0,3091.0
1997,KEGALLE,Yala,9728.0,9685.0,3866.2728350515463,2600.0,2971.0,2883.0
1997,UDAWALAWE,Yala,9024.0,9023.0,5008.0,3388.6953165208442,3005.414551607445,5008.0
1997,MAHAWELI  'H',Yala,3700.0,3700.0,3700.0,3388.6953165208442,3005.414551607445,3700.0
1998,COLOMBO,Yala,439.0,412.0,3176.0,2064.0,2626.0,2532.0
1998,GAMPAHA,Yala,1470.0,1380.0,1615.0,2322.0,2044.0,2014.0
